item_name,thumb,url_name,id,avg_price
Akstiletto Prime Set,items/images/en/thumbs/akstiletto_prime_set.a88c0a1e43ba462af7cc44efd01a7044.128x128.png,akstiletto_prime_set,573b805f0ec44a47787a6919,139.0
Dual Kamas Prime Set,items/images/en/thumbs/dual_kamas_prime_set.7d95cad6d71a59fa98902cc8bfe87da2.128x128.png,dual_kamas_prime_set,56783f24cbfa8f0432dd8999,124.0
Spira Prime Set,items/images/en/thumbs/spira_prime_set.1a495b1cb31bba268dc7a50f2a4f7134.128x128.png,spira_prime_set,56c3bc1c5d2f0202da32e947,120.0
Kronen Prime Set,items/images/en/thumbs/kronen_prime_set.09023145e06199878b94a9c664e95ce7.128x128.png,kronen_prime_set,5ab167b7b2b6a80475780fb3,115.0
Nami Skyla Prime Set,items/images/en/thumbs/nami_skyla_prime_set.d83bcdd72463d5dd1f78faea07ff02a4.128x128.png,nami_skyla_prime_set,59a5c2565cd9938cfede7040,114.0
Venka Prime Set,items/images/en/thumbs/venka_prime_set.123cb62ab1e8a4edd78997a256cf1e7f.128x128.png,venka_prime_set,58358e1d2c2ada00655a4ef7,100.0
Soma Prime Set,items/images/en/thumbs/soma_prime_set.1bf4937a6c2106c373cffeb93b1c87e0.128x128.png,soma_prime_set,56783f24cbfa8f0432dd89ae,99.0
Akjagara Prime Set,items/images/en/thumbs/akjagara_prime_set.5ed111e5dcb3df5d57c5411849c113e4.128x128.png,akjagara_prime_set,5c196fae96037800ddadac15,99.0
Corinth Prime Set,items/images/en/thumbs/corinth_prime_set.1f73bc83dd117b5e0295b90ed0cccc8d.128x128.png,corinth_prime_set,5e839493267539077b0dd6a5,96.0
Boar Prime Set,items/images/en/thumbs/boar_prime_set.5e8a5ba1520169c7a99c738624328d26.128x128.png,boar_prime_set,56783f24cbfa8f0432dd8991,93.0
Latron Prime Set,items/images/en/thumbs/latron_prime_set.5c8b8009acbdb97fd49177ba155ecfbe.128x128.png,latron_prime_set,56783f24cbfa8f0432dd89a1,93.0
Vectis Prime Set,items/images/en/thumbs/vectis_prime_set.028e001af4469482df80bff29542e043.128x128.png,vectis_prime_set,56783f24cbfa8f0432dd89b1,92.0
Tekko Prime Set,items/images/en/thumbs/tekko_prime_set.ace5f3ef4976ceae04ed01d8fcc695c7.128x128.png,tekko_prime_set,5d93ca127ea27b0a87566f7b,91.0
Aksomati Prime Set,items/images/en/thumbs/aksomati_prime_set.617fca3e38e6696ec87a6c28bd6bbebf.128x128.png,aksomati_prime_set,5df955131456970150510f23,91.0
Akbolto Prime Set,items/images/en/thumbs/akbolto_prime_set.fdb7b0be60ed776a1ba1d800d7cda22b.128x128.png,akbolto_prime_set,5a311f84c2c9e90dfff475f1,88.0
Nikana Prime Set,items/images/en/thumbs/nikana_prime_set.2daac0807a52385bfcf62f71075f2221.128x128.png,nikana_prime_set,56c3bbfc5d2f0202da32e943,88.0
Tipedo Prime Set,items/images/en/thumbs/tipedo_prime_set.fd4fdcee6ab035eddce9a802ff091cfd.128x128.png,tipedo_prime_set,5ca28670fc2db2035eae05a2,86.0
Kogake Prime Set,items/images/en/thumbs/kogake_prime_set.456b865463108d6f6ff51da978f839cd.128x128.png,kogake_prime_set,5a311f84c2c9e90dfff475f0,82.0
Afuris Prime Set,items/images/en/thumbs/afuris_prime_set.bfdca7167652c5c2d474ac75ea3af595.128x128.png,afuris_prime_set,639a941c74b02f008887784c,78.0
Glaive Prime Set,items/images/en/thumbs/glaive_prime_set.17767ab370f143a315df90177995ef92.128x128.png,glaive_prime_set,56783f24cbfa8f0432dd899d,78.0
Ballistica Prime Set,items/images/en/thumbs/ballistica_prime_set.4ed33348008ace40406d0383f692ecac.128x128.png,ballistica_prime_set,59a5c2565cd9938cfede703e,78.0
Ninkondi Prime Set,items/images/en/thumbs/ninkondi_prime_set.d8516fa5fc9fe9518b6b9ec8fa59cb28.128x128.png,ninkondi_prime_set,5d21ce45f4604c012d1e0c11,76.0
Scourge Prime Set,items/images/en/thumbs/scourge_prime_set.0a3ad76487e9722f613f6e57e3983cbd.128x128.png,scourge_prime_set,61bb64fe3132ff00482b5fcf,76.0
Bo Prime Set,items/images/en/thumbs/bo_prime_set.fad65cfb95d62a4275be60be30375846.128x128.png,bo_prime_set,56783f24cbfa8f0432dd8990,74.0
Baza Prime Set,items/images/en/thumbs/baza_prime_set.a5f9c94cee410a5af7726ee6b2fca2b5.128x128.png,baza_prime_set,5df955121456970150510f22,73.0
Tenora Prime Set,items/images/en/thumbs/tenora_prime_set.cdda299ba3526be64a78df20883fd173.128x128.png,tenora_prime_set,6036214f0a372600fd5614d4,72.0
Cernos Prime Set,items/images/en/thumbs/cernos_prime_set.b3ac02e80ee17cc0756348f1d04b69cc.128x128.png,cernos_prime_set,583580ff2c2ada003badef8a,71.0
Akmagnus Prime Set,items/unknown.thumb.png,akmagnus_prime_set,66a51c8e66bbb2aedca694b0,67.0
Sicarus Prime Set,items/images/en/thumbs/sicarus_prime_set.e7c07172e6d63d49ae349d508c56fc85.128x128.png,sicarus_prime_set,56783f24cbfa8f0432dd89ad,60.0
Rubico Prime Set,items/images/en/thumbs/rubico_prime_set.2071211bc2436d4e768dbb61f98f6efd.128x128.png,rubico_prime_set,5baa8bbe4567de01ac283491,60.0
Dual Zoren Prime Set,items/unknown.thumb.png,dual_zoren_prime_set,67acd912125398d92c8bb4e5,59.0
Sybaris Prime Set,items/images/en/thumbs/sybaris_prime_set.39d7dc4a904f7db7e7c78901976aa5fa.128x128.png,sybaris_prime_set,592dd262011e88f094afec86,59.0
Destreza Prime Set,items/images/en/thumbs/destreza_prime_set.b1a1cc461a2cfcf9998f0588c8e932a4.128x128.png,destreza_prime_set,5b2985e2eb069f04ea65b0f6,58.0
Tiberon Prime Set,items/images/en/thumbs/tiberon_prime_set.53f3cf1c68314c0555fbb7020d01f001.128x128.png,tiberon_prime_set,5ab167b8b2b6a80475780fc0,57.0
Zhuge Prime Set,items/images/en/thumbs/zhuge_prime_set.38e0e6189f1a333b382507a117b194a9.128x128.png,zhuge_prime_set,5d21ce49f4604c012d1e0c19,56.0
Pyrana Prime Set,items/images/en/thumbs/pyrana_prime_set.006fc1f35a3662cb6d84ce6a7f63cd9e.128x128.png,pyrana_prime_set,5b2985e3eb069f04ea65b0fa,55.0
Aklex Prime Set,items/images/en/thumbs/aklex_prime_set.d4be2f3e545d5e1101d5b83a027e68fe.128x128.png,aklex_prime_set,588c7a51c353473a172364f4,55.0
Ankyros Prime Set,items/images/en/thumbs/ankyros_prime_set.81b3e5876c214047d10a0d90f92ebdfe.128x128.png,ankyros_prime_set,56783f24cbfa8f0432dd898e,54.0
Dual Keres Prime Set,items/images/en/thumbs/dual_keres_prime_set.ea70ac30dab8db745193cb166b246efc.128x128.png,dual_keres_prime_set,62d3494075156700ce450dee,53.0
Guandao Prime Set,items/images/en/thumbs/guandao_prime_set.cded3d77be7d60eef1d3eb82f189e70f.128x128.png,guandao_prime_set,5f986cf89dbdce024971b0b6,52.0
Boltor Prime Set,items/images/en/thumbs/boltor_prime_set.a26157003dea5b1e1fe6660f46f3ea11.128x128.png,boltor_prime_set,56783f24cbfa8f0432dd8992,52.0
Hikou Prime Set,items/images/en/thumbs/hikou_prime_set.cd5cefce60a4e85c15614139a8ee9400.128x128.png,hikou_prime_set,56783f24cbfa8f0432dd899e,50.0
Panthera Prime Set,items/images/en/thumbs/panthera_prime_set.7a4ebdc3f85ef877a6ffce8790660e30.128x128.png,panthera_prime_set,5f0e0fdc9f527b0285718f1a,50.0
Fragor Prime Set,items/images/en/thumbs/fragor_prime_set.2b917b8a12f0981ff0a9a48c6c24edb1.128x128.png,fragor_prime_set,573b802f0ec44a47787a6914,49.0
Magnus Prime Set,items/images/en/thumbs/magnus_prime_set.0a344c24cc5add7707d6bb7c65e585b2.128x128.png,magnus_prime_set,6139101930dd5b004b7f909b,49.0
Akvasto Prime Set,items/images/en/thumbs/akvasto_prime_set.029887bbd387510ffec1debd81f65dab.128x128.png,akvasto_prime_set,5bebf1713ffcc704caf38cf4,47.0
Corvas Prime Set,items/images/en/thumbs/corvas_prime_set.f6bd98b0b4a2491580a40775708b21f4.128x128.png,corvas_prime_set,6242037666a58f0108c3d47a,47.0
Astilla Prime Set,items/images/en/thumbs/astilla_prime_set.4bad71b95376c38d100a5d8caa581266.128x128.png,astilla_prime_set,60ad4a1cf1904300d012c708,46.0
Redeemer Prime Set,items/images/en/thumbs/redeemer_prime_set.92fcede37c1ab66d22a2287dc2334731.128x128.png,redeemer_prime_set,5c196faf96037800ddadac17,46.0
Galatine Prime Set,items/images/en/thumbs/galatine_prime_set.066b855eb73def09ca5f21f677010098.128x128.png,galatine_prime_set,57bc9c99e506eb45ea25145a,45.0
Strun Prime Set,items/images/en/thumbs/strun_prime_set.e7f858160a34886c105633deab6b343e.128x128.png,strun_prime_set,6139101830dd5b004b7f9096,44.0
Phantasma Prime Set,items/images/en/thumbs/phantasma_prime_set.a296718b56d5a40b6df80bbedeeb4b75.128x128.png,phantasma_prime_set,633e2e6bf570d10793afb821,44.0
Euphona Prime Set,items/images/en/thumbs/euphona_prime_set.6a18cc50c57ac13c3203e872baf85a8d.128x128.png,euphona_prime_set,58b57068eb26db5c31192113,44.0
Cedo Prime Set,items/unknown.thumb.png,cedo_prime_set,67acd8fa125398d92c8bb4df,43.0
Reaper Prime Set,items/images/en/thumbs/reaper_prime_set.4e1d36812203a97fd0191930485b1095.128x128.png,reaper_prime_set,56783f24cbfa8f0432dd89aa,42.0
Odonata Prime Set,items/images/en/thumbs/odonata_prime_set.9087f5267b49dee37c38d36f57387753.128x128.png,odonata_prime_set,56783f24cbfa8f0432dd89a7,40.0
Akarius Prime Set,items/images/en/thumbs/akarius_prime_set.9e88bceafe14482e1a01672c1c292fe1.128x128.png,akarius_prime_set,65a7fca4ed5b0d2e3eb462c9,40.0
Dakra Prime Set,items/images/en/thumbs/dakra_prime_set.785a613039ec892abc579c176f0b33da.128x128.png,dakra_prime_set,56783f24cbfa8f0432dd8997,40.0
Scindo Prime Set,items/images/en/thumbs/scindo_prime_set.ae70ac90b811a44f64263394b6410c28.128x128.png,scindo_prime_set,56783f24cbfa8f0432dd89ac,39.0
