item_name,thumb,url_name,id,avg_price
Secondary Encumber,items/images/en/thumbs/secondary_encumber.0e6c3bb15956e965b63a16c90ea70a9d.128x128.png,secondary_encumber,63ee00ff10125411da49e6fa,242
Secondary Kinship,items/images/en/thumbs/secondary_kinship.43ae6eafe467db9484220ac71028362d.128x128.png,secondary_kinship,63ee00fe10125411da49e6f5,160
Secondary Shiver,items/images/en/thumbs/secondary_shiver.e169db6259133538ca86090ac481840a.128x128.png,secondary_shiver,644b00227ec1900044b97724,144
Secondary Outburst,items/images/en/thumbs/secondary_outburst.01c8242b80d987650c8e240454b93249.128x128.png,secondary_outburst,649322b07ec190215a693093,138
Akimbo Slip Shot,items/images/en/thumbs/akimbo_slip_shot.9cb48cdcc739b5306bb4e2a8b3868e72.128x128.png,akimbo_slip_shot,649322b07ec190215a693094,113
Conjunction Voltage,items/images/en/thumbs/conjunction_voltage.d7ac26c466e1d189eaa0f1eab81b6b4b.128x128.png,conjunction_voltage,63886516e7c988007b5bd509,68
Secondary Fortifier,items/unknown.thumb.png,secondary_fortifier,667237598ba7c81b70d02c96,68
Cascadia Empowered,items/images/en/thumbs/cascadia_empowered.677ddc0966a5d8662883735fb42d2ec3.128x128.png,cascadia_empowered,62af145c5d2dab0054229038,63
Cascadia Flare,items/images/en/thumbs/cascadia_flare.256fbbf670c8acdcc8468ed035cc6efe.128x128.png,cascadia_flare,62af145d5d2dab005422903c,47
Secondary Enervate,items/unknown.thumb.png,secondary_enervate,675c5cd07b18977f6e6453ee,42
Cascadia Overcharge,items/images/en/thumbs/cascadia_overcharge.d5f7bf0949071f325145d596e35b3087.128x128.png,cascadia_overcharge,626a197bf40db600660a1d8b,32
Secondary Surge,items/unknown.thumb.png,secondary_surge,667236dd8ba7c81b70d02c92,31
Cascadia Accuracy,items/images/en/thumbs/cascadia_accuracy.51f25b4bd629c3c34226da11b9831d57.128x128.png,cascadia_accuracy,62af145e5d2dab0054229040,21
Secondary Merciless,items/images/en/thumbs/secondary_merciless.3269867879aabaa2cb4c47af6302ea4e.128x128.png,secondary_merciless,60e70f79479445008f272572,14
Secondary Deadhead,items/images/en/thumbs/secondary_deadhead.c688ab21ab8b336bce4bc4467a3e7010.128x128.png,secondary_deadhead,60e70f7f479445008f27259d,14
Secondary Dexterity,items/images/en/thumbs/secondary_dexterity.8fa0cf692f8f0e2f900e4175c5613460.128x128.png,secondary_dexterity,60e70f7a479445008f27257d,13
