item_name,thumb,url_name,id,avg_price
Dethcube Prime Cerebrum,sub_icons/sentinel/prime_cerebrum_128x128.png,dethcube_prime_cerebrum,5d93ca107ea27b0a87566f62,61
Carrier Prime Cerebrum,sub_icons/sentinel/prime_cerebrum_128x128.png,carrier_prime_cerebrum,559daacae779897b47b74c13,42
Shade Prime Carapace,sub_icons/weapon/prime_carapace_128x128.png,shade_prime_carapace,641263e07d179f02100c6d4d,35
Wyrm Prime Carapace,sub_icons/sentinel/prime_carapace_128x128.png,wyrm_prime_carapace,54ca4330e779891a286a5428,35
Helios Prime Cerebrum,sub_icons/sentinel/prime_cerebrum_128x128.png,helios_prime_cerebrum,58b57068eb26db5c31192115,34
Wyrm Prime Systems,sub_icons/sentinel/prime_systems_128x128.png,wyrm_prime_systems,54ca4337e779891a2e3fbc83,33
Wyrm Prime Blueprint,sub_icons/blueprint_128x128.png,wyrm_prime_blueprint,54ca431ce779891a1adb4901,24
Wyrm Prime Cerebrum,sub_icons/sentinel/prime_cerebrum_128x128.png,wyrm_prime_cerebrum,54ca4329e779891a21d036bd,21
Dethcube Prime Blueprint,sub_icons/blueprint_128x128.png,dethcube_prime_blueprint,5d93ca117ea27b0a87566f6a,19
Carrier Prime Carapace,sub_icons/sentinel/prime_carapace_128x128.png,carrier_prime_carapace,559daad1e779897b4be73862,18
Nautilus Prime Cerebrum,sub_icons/weapon/prime_cerebrum_128x128.png,nautilus_prime_cerebrum,66c60c9066bbb2aedca695aa,12
Nautilus Prime Blueprint,sub_icons/blueprint_128x128.png,nautilus_prime_blueprint,66c60c9066bbb2aedca695a9,11
Carrier Prime Systems,sub_icons/sentinel/prime_systems_128x128.png,carrier_prime_systems,559daad8e779897b4f59525f,10
Helios Prime Systems,sub_icons/sentinel/prime_systems_128x128.png,helios_prime_systems,58b57068eb26db5c31192117,10
Carrier Prime Blueprint,sub_icons/blueprint_128x128.png,carrier_prime_blueprint,559daac1e779897b4253a85e,9
Dethcube Prime Systems,sub_icons/sentinel/prime_systems_128x128.png,dethcube_prime_systems,5d93ca117ea27b0a87566f6e,8
Shade Prime Cerebrum,sub_icons/weapon/prime_cerebrum_128x128.png,shade_prime_cerebrum,641263e07d179f02100c6d48,8
Dethcube Prime Carapace,sub_icons/sentinel/prime_carapace_128x128.png,dethcube_prime_carapace,5d93ca107ea27b0a87566f5f,5
Nautilus Prime Systems,sub_icons/weapon/prime_systems_128x128.png,nautilus_prime_systems,66c60c9166bbb2aedca695ac,5
Helios Prime Blueprint,sub_icons/blueprint_128x128.png,helios_prime_blueprint,58b57068eb26db5c31192118,5
Helios Prime Carapace,sub_icons/sentinel/prime_carapace_128x128.png,helios_prime_carapace,58b57068eb26db5c31192116,4
Shade Prime Systems,sub_icons/weapon/prime_systems_128x128.png,shade_prime_systems,641263e07d179f02100c6d44,4
Shade Prime Blueprint,sub_icons/blueprint_128x128.png,shade_prime_blueprint,641263e07d179f02100c6d42,4
Nautilus Prime Carapace,sub_icons/weapon/prime_carapace_128x128.png,nautilus_prime_carapace,66c60c9066bbb2aedca695ab,4
